,#,REGION,PROVINCE,CITY/ MUNICIPALITY,"BLDG OR HOUSE NO., STREET, BRGY (as applicable)",NAME OF HOSPITAL,OWNERSHIP,OWNERSHIP CLASS,CLASS,SERVCE CAPABILITY,ABC,CONTACT NOS.,E-MAIL ADDRESS,VALIDITY FROM,VALIDITY UNTIL
,448,CORDILLERA,Mountain Province,Paracelis,Poblacion,PARACELIS DISTRICT HOSPITAL,Government,LGU,General,Level 1,17,9209604047,paracelisdistricthospital@gmail.com,1/1/2025,12/31/2025
,449,BARMM,Basilan,Lamitan City,Brgy. Limook,LAMITAN DISTRICT HOSPITAL (EDIBORAH P. YAP MEMORIAL HOSPITAL),Government,MOH BARMM,General,Level 1,25,0915-157-2349,epymhldh1976@gmail.com,1/1/2025,12/31/2025
,450,BARMM,Lanao del Sur,Balindong,Salipongan,BALINDONG MUNICIPAL HOSPITAL,Government,MOH BARMM,General,Level 1,25,0917-327-0773,balindongmunicipalhospital@yahoo.com,1/1/2025,12/31/2025
,451,BARMM,Lanao del Sur,Binidayan,Brgy. Pagalamatan,UNAYAN MUNICIPAL HOSPITAL,Government,MOH BARMM,General,Level 1,25,"0997-716-2791
0919-097-8304",unayanmunicipalhospital@gmail.com,1/1/2025,12/31/2025
,452,BARMM,Lanao del Sur,Malabang,basilam,"DR. SERAPIO B. MONTANER JR., AL HAJJ MEMORIAL HOSPITAL",Government,MOH BARMM,General,Level 1,150,0917-513-9979,dsbmmh1121@gmail.com,1/1/2025,12/31/2025
,453,BARMM,Lanao del Sur,Tamparan,Brgy. Picarabawan,TAMPARAN DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,100,0917-774-1841,tamparandistricthospital@gmail.com,1/1/2025,12/31/2025
,454,BARMM,Lanao del Sur,Wao,Western Wao,WAO DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,25,0977-836-8176,waodhcare@gmail.com,1/1/2025,12/31/2025
,455,BARMM,Maguindanao,Ampatuan,"Brgy. Limpongo, Datu Hoffer, Maguindanao",MAGUINDANAO PROVINCIAL HOSPITAL,Government,MOH BARMM,General,Level 2,299,0936742877//09171551280,iphomaguindanao.mph@gmail.com,1/1/2025,12/31/2025
,456,BARMM,Maguindanao del Norte,Datu Blah T. Sinsuat,Brgy. Nuro,DATU BLAH T. SINSUAT DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,25,0917-621-9571,datublah@gmail.com,1/1/2025,12/31/2025
,457,BARMM,Maguindanao del Norte,Datu Odin Sinsuat,Brgy. Awang,CAMP SIONGCO STATION HOSPITAL,Government,DND,General,Level 1,50,0916-267-4817,cssh_sixid@yahoo.com,1/1/2025,12/31/2025
,458,BARMM,Maguindanao del Norte,Datu Odin Sinsuat,Dalican,DATU ODIN SINSUAT DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,50,0917-622-3894,dinaigmunhospital@gmail.com,1/1/2025,12/31/2025
,459,BARMM,Maguindao del Sur,Buluan,Poblacion,BULUAN DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,100,0918-942-0136,buluandistricthospital@yahoo.com,1/1/2025,12/31/2025
,460,BARMM,Maguindanao del Norte,Parang,"Notre Dame Site, Brgy. Poblacion 1",IRANON DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,25,0997-112-6205,idh.barmm@gmail.com,11/7/2025,12/31/2025
,461,BARMM,Maguindao del Sur,South UPI,Brgy. Romangaob,SOUTH UPI MUNICIPAL HOSPITAL,Government,MOH BARMM,General,Level 1,25,0956-052-0050,southupihospital.phic@gmail.com,1/1/2025,12/31/2025
,462,BARMM,Sulu,Luuk,Tubig Putih,LUUK DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,25,0915-914-9311,luukdistricthospital@gmail.com,1/1/2025,12/31/2025
,463,BARMM,Sulu,Maimbung,Brgy. Laum,MAIMBUNG DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,50,0917-300-7967,maimbungdh@gmail.com,1/1/2025,12/31/2025
,464,BARMM,Sulu,Parang,Brgy. Kanaway,PARANG DISTRICT HOSPITAL,Government,MOH BARMM,General,Level 1,25,0917-505-9987,pdhnagmamahal@gmail.com,1/1/2025,12/31/2025
,465,BARMM,Tawi-Tawi,Bongao,Brgy. Lamion,DATU HALUN SAKILAN MEMORIAL HOSPITAL,Government,MOH BARMM,General,Level 1,50,0917-374-7358,iphotawitawi@gmail.com,1/1/2025,12/31/2025
