"hospital_name","source","region","province","municipality","ownership","ownership_class","class","service_capability","beds","BLDG OR HOUSE NO., STREET, BRGY (as applicable)","CONTACT NOS.","E-MAIL ADDRESS","VALIDITY FROM","VALIDITY UNTIL"
SNH BUSTOS CORPORATION,Private,REGION 3,Bulacan,Bustos,Private,"",General,Level 1,"30",Poblacion,"044-761-8337/0917-637-2153",snhbustscrpration@yahoo.com,"1/1/2025","12/31/2025"
"STA. CRUZ MULTISPECIALTY HOSPITAL, INC. (FORMERLY STA. CRUZ HOSPITAL)",Private,REGION 3,Bulacan,Calumpit,Private,"",General,Level 1,"17",F. Fajardo St. Poblacion,"044-202-4263",stacruzhosp@yahoo.com.ph,"1/1/2025","12/31/2025"
"GUIGUINTO POLYMEDIC HOSPITAL, INC.",Private,REGION 3,Bulacan,Guiguinto,Private,"",General,Level 1,"29",# 113 Cagayan Valley Road,"044-794-0788",guiguintopolymedichospital@yahoo.com,"1/1/2025","12/31/2025"
DIVINE WORD HOSPITAL,Private,REGION 3,Bulacan,Hagonoy,Private,"",General,Level 1,"16","Halang, San Pedro","044-793-0034",divinewordhospital2023@gmail.com,"1/1/2025","12/31/2025"
MATEO-MABBORANG GENERAL HOSPITAL,Private,REGION 3,Bulacan,Hagonoy,Private,"",General,Level 1,"17","Toma Cruz Street, Sto. Ñiño","044-793-5574",mateo_mabborang@yahoo.com,"1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) MALOLOS DOCTORS, INC.",Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 2,"70","Capitol View Park Subdivision, Brgy. Bulihan","044-816-7698/0933-817-2327",ace.malolos.doctors@gmail.com,"1/1/2025","12/31/2025"
GRAMAN MEDICAL & MATERNITY HOSPITAL INC.,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"45","# 44 Camia Street, Brgy. Dakila","044-896-2292/ 0917 544 1793",gramanHospital@yahoo.com,"1/1/2025","12/31/2025"
MALOLOS MATERNITY HOSPITAL & EYE CENTER,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"17",Mcarthur Hi-Way,"044-791-1930/ 0968-711-6982",kgcbcris@yahoo.com.ph,"1/1/2025","12/31/2025"
MALOLOS SAN VICENTE HOSPITAL,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"12",Caniogan,"044-791-5760",malolossanvicentehospital@yahoo.com.ph,"1/1/2025","12/31/2025"
MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL INC,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"40","F.Estrella St., Sto. Rosario","044-791-7274",mimh99@yahoo.com.ph,"1/1/2025","12/31/2025"
OFELIA MENDOZA MATERNITY & GENERAL HOSPITAL - LIANG,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"17","#4 Guareno St., Liang","044-791-0003/09175173234",olmmgh@yahoo.com,"1/1/2025","12/31/2025"
OFELIA MENDOZA MATERNITY & GENERAL HOSPITAL - MOJON,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"17",Mojon Road,"044-662-5060/09087719612",olmmgh@yahoo.com,"1/1/2025","12/31/2025"
ROMEL CRUZ HOSPITAL,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"32","702 Matimbo","044-791-3025",romelcruzhospital@gmail.com,"1/1/2025","12/31/2025"
"SACRED HEART HOSPITAL OF MALOLOS, INC.",Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 2,"97","Dr. Peralta St., Guinhawa Subd.","044-791-7177",sacredheartmalolos@yahoo.com,"1/1/2025","12/31/2025"
SANTISSIMA TRINIDAD HOSPITAL,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"15","Mabini, Pinagbakahan","0917-525-668/044-791-7331",stma.trinidad@yahoo.com,"1/1/2025","12/31/2025"
SANTOS GENERAL HOSPITAL OF MALOLOS INC.,Private,REGION 3,Bulacan,Malolos City,Private,"",General,Level 1,"28",F. Estrella St. Sto Rosario,"044-764-7370/0917-517-0433",santosgen2013@gmail.com,"1/1/2025","12/31/2025"
"MARILAO ST. MICHAEL FAMILY HOSPITAL, INC.",Private,REGION 3,Bulacan,Marilao,Private,"",General,Level 1,"17","C. Santiago St. Poblacion. 2,","044-711-1832",msmfh_3019@yahoo.com,"1/1/2025","12/31/2025"
MARYMOUNT HOSPITAL INC.,Private,REGION 3,Bulacan,Meycauayan City,Private,"",General,Level 2,"33","C.P. Soriente Bldg., Brgy. Camalig, 4th District","9394588972",marymounthospital.2020.gmail.com,"1/1/2025","12/31/2025"
"MEYCAUAYAN DOCTOR'S HOSPITAL AND MEDICAL CENTER, INC.",Private,REGION 3,Bulacan,Meycauayan City,Private,"",General,Level 2,"80","Km. 18, Mc Arthur Hi-Way, Banga","044-840-7918","","1/1/2025","12/31/2025"
NAZARENUS COLLEGE FOUNDATION HOSPITAL,Private,REGION 3,Bulacan,Meycauayan City,Private,"",General,Level 2,"60","133 Mc Arthur Hi-Way Marilao-Meycauayan City","044-840-7948",ncfh79@gmail.com,"1/1/2025","12/31/2025"
THE LORD'S HOSPITAL,Private,REGION 3,Bulacan,Meycauayan City,Private,"",General,Level 1,"14","Meymart Rd., Calvario","044-769-9701",thelordshospital2003@gmail.com,"1/1/2025","12/31/2025"
SAN PASCUAL BAYLON MATERNITY AND GENERAL HOSPITAL,Private,REGION 3,Bulacan,Paombong,Private,"",General,Level 1,"17","Provincial Road, Sto. Niño","044-665-2818",sanpascualbaylongeneralhospital@yahoo.com,"1/1/2025","12/31/2025"
DR. PERALTA HOSPITAL CO.,Private,REGION 3,Bulacan,Plaridel,Private,"",General,Level 1,"15","Gov. Padilla Road, Poblacion","044-760-7685/0923-0817-424",dr.peraltahospital@yahoo.com,"1/1/2025","12/31/2025"
LA CONSOLACION UNIVERSITY GENERAL HOSPITAL,Private,REGION 3,Bulacan,Plaridel,Private,"",General,Level 2,"50","Gov. Padilla Road Poblacion, Plaridel","0447954255 loc 102",lcugh2010@yahoo.com.ph,"1/1/2025","12/31/2025"
MARCELO-PADILLA CHILDREN'S & MEDICAL HOSPITAL CORPORATION,Private,REGION 3,Bulacan,Plaridel,Private,"",General,Level 2,"29","#393 Banga 1, Plaridel, Bulacan","044-795-0119/0931-0768-981","","1/1/2025","12/31/2025"
MELVEREY MATERNITY & GENERAL HOSPITAL,Private,REGION 3,Bulacan,Plaridel,Private,"",General,Level 1,"14","366 A. Vergel De Dios St. Sitio Looban, Tabang","044-697-2237/0943-446-4361",melvereyhospital@yahoo.com,"1/1/2025","12/31/2025"
DR. MAGDALENA S. REYES MEMORIAL HOSPITAL,Private,REGION 3,Bulacan,Pulilan,Private,"",General,Level 1,"18","National Road, Poblacion","044-795-0055","","1/1/2025","12/31/2025"
OUR LADY OF MERCY GENERAL HOSPITAL,Private,REGION 3,Bulacan,Pulilan,Private,"",General,Level 2,"30","Doña Remedios Trinidad Highway, Longos, Pulilan","044-764-7872/096-8856-9511","","1/1/2025","12/31/2025"
R DE C GALVEZ MEDICAL CENTER,Private,REGION 3,Bulacan,San Ildefonso,Private,"",General,Level 1,"53",Cagayan Valley Rd. San Juan,"044-677-1305/0922-808-5887",rdecgalvez.medicalcenter@yahoo.com,"1/1/2025","12/31/2025"
"BRIGINO GENERAL HOSPITAL, INC.",Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 1,"60",Brgy Tungong Mangga,"044-815-4456/0939 924 9918",leo_brigino@yahoo.com,"1/1/2025","12/31/2025"
GRACE MEDICAL CENTER,Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 2,"45","B1 L2 Quirino Highway Ext., Brgy. Mulawin","044-925-1131","","1/1/2025","12/31/2025"
HEALTHWAY QUALIMED HOSPITAL SAN JOSE DEL MONTE,Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 2,"105","Altaraza, Tungkong Mangga","044-307-0000/0917-178-2298","","1/1/2025","12/31/2025"
KAIROS MATERNITY & GENERAL HOSPITAL,Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 1,"36","National Road, Muzon","044-691-3113",kairos_hospital@yahoo.com,"1/1/2025","12/31/2025"
SAN JOSE DEL MONTE-MUZON MEDICAL CENTER,Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 2,"50","122 Carriedo Street","044-323-3010/ 0936-926-4003",sjdmmuzonmedical@gmail.com,"1/1/2025","12/31/2025"
"SKYLINE HOSPITAL AND MEDICAL CENTER- BALIWAG, INC",Private,REGION 3,Bulacan,San Jose del Monte City,Private,"",General,Level 2,"65","Skyline Drive Cor. Quirino Highway, Brgy. Tungkong Mangga, City Of San Jose Del Monte, Bulacan","02-7211-5245","","1/1/2025","12/31/2025"
EMMANUEL HOSPITAL,Private,REGION 3,Bulacan,San Miguel,Private,"",General,Level 1,"33","Norberto St., San Jose","044-764-1857/ 09178338372",emmanuelhospital@hotmail.com,"1/1/2025","12/31/2025"
DR. CABUCO HOSPITAL,Private,REGION 3,Bulacan,Santa Maria,Private,"",General,Level 1,"25","Centro, San Jose, Bitag","044-913-5768/09338192953",socorro_zalamea@yahoo.com,"1/1/2025","12/31/2025"
MATEO'S DIAGNOSTIC CLINIC & GENERAL HOSP. INC.,Private,REGION 3,Bulacan,Sta. Maria,Private,"",General,Level 1,"29","# 60 Gov. F. Halili Ave.,Bagbaguin","044-641-2581/0969-060-8047",mateos_hospital_1980@yahoo.com,"1/1/2025","12/31/2025"
MENDOZA GENERAL HOSPITAL,Private,REGION 3,Bulacan,Sta. Maria,Private,"",General,Level 1,"17","Plaridel Santiago Street, Poblacion","044-228-2417/0995-230-2499",mendozahospital@rocketmail.com,"1/1/2025","12/31/2025"
STA. MARIA MEDICAL CENTER,Private,REGION 3,Bulacan,Sta. Maria,Private,"",General,Level 2,"44","National Road corner Sitio Bato, Brgy. Guyong","9175704414",acestamaria2019@gmail.com,"1/1/2025","12/31/2025"
"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",Private,REGION 3,Nueva Ecija,Cabanatuan City,Private,"",General,Level 2,"94","Circumferential Rd., San Juan Accfa","044-940-0900",icmc_hrmo@yahoo.com,"1/1/2025","12/31/2025"
"NUEVA ECIJA DOCTOR'S HOSPITAL, INC.",Private,REGION 3,Nueva Ecija,Cabanatuan City,Private,"",General,Level 2,"133","Maharlika Hi-Way, Sumacab Este","044-960-5504/ 0917-512-7301",nedoctorshospital@gmail.com,"1/1/2025","12/31/2025"
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC.",Private,REGION 3,Nueva Ecija,Cabanatuan City,Private,"",General,Level 2,"100","Burgos Avenue, Brgy. Sangitan","",negoodsamaritanhospital@gmail.com,"1/1/2025","12/31/2025"
PREMIERE MEDICAL CENTER,Private,REGION 3,Nueva Ecija,Cabanatuan City,Private,"",General,Level 3,"125","Daan Sarile, Maharlika Hi-Way","9294909859",premiere.113@gmail.com. premiere_medcenter@yahoo.com.ph,"1/1/2025","12/31/2025"
WESLEYAN UNIVERSITY-PHILIPPINES,Private,REGION 3,Nueva Ecija,Cabanatuan City,Private,"",General,Level 2,"100","Tandang Sora St., Mabini Ext.","044-463-4735",wuphospital@yahoo.com.ph,"1/1/2025","12/31/2025"
CABIAO GENERAL HOSPITAL,Private,REGION 3,Nueva Ecija,Cabiao,Private,"",General,Level 1,"17",San Fernando Sur,(044) 486-6337,onemed@yahoo.com,"1/1/2025","12/31/2025"
DR. APOLLO DUQUE MEMORIAL HOSPITAL,Private,REGION 3,Nueva Ecija,Cabiao,Private,"",General,Level 1,"17",#5 San Juan North,(044) 4865046,apolloduque01@gmail.com,"1/1/2025","12/31/2025"
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT)",Private,REGION 3,Nueva Ecija,Gapan City,Private,"",General,Level 2,"40","San Vicente, Bucana","044-486-2363",gapangoodsam@gmail.com,"1/1/2025","12/31/2025"
"GUIMBA GENERAL HOSPITAL, INC.",Private,REGION 3,Nueva Ecija,Guimba,Private,"",General,Level 1,"17","Bagain St., Sta. Veronica Subd.",(044) 958-1643,r_lumang@yahoo.com,"1/1/2025","12/31/2025"
NUEVA ECIJA MEDICS HOSPITAL,Private,REGION 3,Nueva Ecija,San Isidro,Private,"",General,Level 1,"29","J.P. Rizal St., Purok 7, Jas Ave. Alua","0932 843 2374",nemedicshospital@yahoo.com,"1/1/2025","12/31/2025"
HEART OF JESUS HOSPITAL,Private,REGION 3,Nueva Ecija,San Jose City,Private,"",General,Level 1,"80","Sobrpeña Drive, Brgy Rafael Rueda","044 958 9108",heartofjesushospital@yahoo.com,"1/1/2025","12/31/2025"
DR. GLORIA LACSON GENERAL HOSPITAL,Private,REGION 3,Nueva Ecija,San Leonardo,Private,"",General,Level 1,"50",#180 Castellano,(044) 486-2432/486-2918,dgdlgh@yahoo.com,"1/1/2025","12/31/2025"
"NUEVA ECIJA MEDICAL CENTER, INC.",Private,REGION 3,Nueva Ecija,San Leonardo,Private,"",General,Level 2,"100",Maharlika Hi-Way San Anton,"9209622810",ne_medicalcenter@yahoo.com,"1/1/2025","12/31/2025"
SOUTH ECIJA DOCTORS GENERAL HOSPITAL,Private,REGION 3,Nueva Ecija,San Leonardo,Private,"",General,Level 1,"24","Maharlika Hi-Way, San Anton","096-8878-2649",southecija2021@gmail.com,"1/1/2025","12/31/2025"
"SAINT DOMINIC GENERAL HOSPITAL, INC.",Private,REGION 3,Nueva Ecija,Santo Domingo,Private,"",General,Level 2,"52","Baloc, AH-26","",pceo.sec.sdghi@gmail.com,"1/1/2025","12/31/2025"
AC SACRED HEART MEDICAL CENTER,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 2,"75",Brgy. Sto. Domingo,"094-7821-8372",sacredheartmedicalcenter@yahoo.com,"1/1/2025","12/31/2025"
"ANGELES CITY MOTHER AND CHILD HOSPITAL, INC.",Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 1,"28","Lot 7 blk 29, Diamond Subdivision, Orosa st., Balibago","045-901-7315",acmch.nso@gmail.com,"9/25/2025","12/31/2025"
"ANGELES MEDICAL CENTER, INC.",Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 2,"69",#641 Rizal Street,"045-887-3139",amc_inc72@yahoo.com,"1/1/2025","12/31/2025"
ANGELES UNIVERSITY FOUNDATION,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 3,"161",Mc Arthur Highway,"045-625-2999",md.aufmc@gmail.com info@aufmc.org,"1/1/2025","12/31/2025"
DR. AMANDO L. GARCIA MEDICAL CENTER,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 2,"79",#648 Rizal Street,"045-888-8992","","1/1/2025","12/31/2025"
OUR LADY OF MT. CARMEL-CLARK,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 1,"17","Ninoy Aquino Ave., Clark Special Economic Zone, Clarkfiled",(045) 4990103,mtcarmelclark@gmail.com,"1/1/2025","12/31/2025"
PRI MEDICAL CENTER,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 2,"100","Blk 6 Lot 11, Arayat Blvd., Brgy. Pampang","0917-180-8886",primc.hrd@gmail.com,"1/1/2025","12/31/2025"
ST. CATHERINE OF ALEXANDRIA FOUNDATION AND MEDICAL CENTER,Private,REGION 3,Pampanga,Angeles City,Private,"",General,Level 2,"93",Brgy. Cutcut,"9189481097",scafmc.hospital@gmail.com,"1/1/2025","12/31/2025"
"APALIT DOCTORS HOSPITAL, INC.",Private,REGION 3,Pampanga,Apalit,Private,"",General,Level 1,"15","Gonzales Ave., San Juan",(045) 652-0030,apalithospmds@yahoo.com,"1/1/2025","12/31/2025"
ASSCOM MEDICAL CENTER,Private,REGION 3,Pampanga,Apalit,Private,"",General,Level 1,"29","Gonzales Ave., San Juan",(045) 652-0089,asccomdlsuhospital@yahoo.com,"1/1/2025","12/31/2025"
E.D. LIM MEDICAL CENTER,Private,REGION 3,Pampanga,Apalit,Private,"",General,Level 1,"17",Mc Arthur Hi-Way San Vicente,(045) 302-8215/879-0213,edlim.hospital@yahoo.com,"1/1/2025","12/31/2025"
"PAMPANGA PREMIER MEDICAL CENTER, INC.",Private,REGION 3,Pampanga,Apalit,Private,"",General,Level 2,"60","Mc Arthur Hi-Way, Brgy. Sampaloc, Apalit","045-4250084",ppmcinformation@gmail.com,"1/1/2025","12/31/2025"
ARAYAT DOCTORS HOSPITAL,Private,REGION 3,Pampanga,Arayat,Private,"",General,Level 1,"29","O-G Road, Mangga, Cacutud","045 305 013",doccjmatias@yahoo.com,"1/1/2025","12/31/2025"
"HOLY TRINITY MEDICAL CENTER, INC.",Private,REGION 3,Pampanga,Arayat,Private,"",General,Level 2,"47","Plazang Luma, Arayat","045-885-0565",htgh2005@gmail.com,"1/1/2025","12/31/2025"
LINGAP GENERAL HOSPITAL,Private,REGION 3,Pampanga,Arayat,Private,"",General,Level 1,"50",Plazang Luma,"045-885-2355/ 0906-298-9449","","1/1/2025","12/31/2025"
"FLORIDABLANCA DOCTORS' HOSPITAL, INC.",Private,REGION 3,Pampanga,Floridablanca,Private,"",General,Level 2,"53","Valdez, Floridablanca","0992-6068-103/ 045-626-5360",fdhi.jette@gmail.com,"1/1/2025","12/31/2025"
PAMPANGA MEDICAL SPECIALIST HOSPITAL,Private,REGION 3,Pampanga,Guagua,Private,"",General,Level 2,"120","Km. 80 O-G Road, Sa Antonio, Guagua","045-455-7674","","1/1/2025","12/31/2025"
ROSARIO MEDICAL CENTER OF GUAGUA,Private,REGION 3,Pampanga,Guagua,Private,"",General,Level 1,"48","San Roque, Guagua","045-900-4086","","1/1/2025","12/31/2025"
"ST. JOSEPH HOSPITAL OF REMEDIOS, INC.",Private,REGION 3,Pampanga,Lubao,Private,"",General,Level 1,"17","O-G Road Centro I, Brgy. Remedios","045-404-0052/09178853435",sjhr.2013@yahoo.com.ph,"1/1/2025","12/31/2025"
ST. RAPHAEL FOUNDATION AND MEDICAL CENTER,Private,REGION 3,Pampanga,Mabalacat City,Private,"",General,Level 2,"57","Mc Arthur Highway Brgy. Camachiles, Dau","045-331-1288/09952519736",srfmc.it@gmail.com,"1/1/2025","12/31/2025"
"THE MEDICAL CITY CLARK, INC.",Private,REGION 3,Pampanga,Mabalacat City,Private,"",General,Level 2,"103",Clark Frreeport Zone,"045-3008888",tmcclark@themedicalcityclark.com,"1/1/2025","12/31/2025"
"TIGLAO MEDICAL CENTER FOUNDATION, INC.",Private,REGION 3,Pampanga,Mabalacat City,Private,"",General,Level 1,"17","#10 Imelda Marcos Blvd., San Joaquin",(045) 331-7700/09177194106,tmcfi.income.report@gmail.com,"1/1/2025","12/31/2025"
"OUR LADY OF ROSARY HOSPITAL, INC.",Private,REGION 3,Pampanga,Macabebe,Private,"",General,Level 1,"17",#6 Talag St.,(045) 921-1215,olrh.castilllo@yahoo.com,"1/1/2025","12/31/2025"
ST. JOHN PAUL II MEDICAL CENTER CORP.,Private,REGION 3,Pampanga,Magalang,Private,"",General,Level 1,"41","Sitio Mandani, San Antonio","9053683104","","1/1/2025","12/31/2025"
GREENCITY MEDICAL CENTER,Private,REGION 3,Pampanga,San Fernando City,Private,"",General,Level 2,"122",Dolores City Of San Fernando,"045-649-8701",executiveofficegmc@gmail.com,"1/1/2025","12/31/2025"
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,Private,REGION 3,Pampanga,San Fernando City,Private,"",General,Level 2,"129",Mcarthur Highway,"045-455-2128/0917-943-4069",lavernemanguerra@yahoo.com,"1/1/2025","12/31/2025"
OUR LADY OF MT. CARMEL MEDICAL CENTER,Private,REGION 3,Pampanga,San Fernando City,Private,"",General,Level 3,"115",Km 78 Mc Arthur Highway Brgy. Saguin,"045-865-6262/0918-936-8624",olmcmc@yahoo.com,"1/1/2025","12/31/2025"
"SAN FERNANDINO HOSPITAL, INC.",Private,REGION 3,Pampanga,San Fernando City,Private,"",General,Level 1,"29",Mc Arthur Highway,"045-961-1406",sfhospital@yahoo.com,"1/1/2025","12/31/2025"
V.L. MAKABALI MEMORIAL HOSPITAL,Private,REGION 3,Pampanga,San Fernando City,Private,"",General,Level 2,"71","B. Mendoza St., Sto. Rosario","045-9612234",makabali_hospital@yahoo.com,"1/1/2025","12/31/2025"
"LEONARDO B. MANABAT SR., HOSPITAL INC.",Private,REGION 3,Pampanga,Sto. Tomas,Private,"",General,Level 1,"17",Mac Arthur Hi-Way San Matias,(045) 435-2104,mmgh_82@yahoo.com,"1/1/2025","12/31/2025"
SALVADOR GENERAL HOSPITAL,Private,REGION 3,Tarlac,Camiling,Private,"",General,Level 1,"20","Romulo Hi-Way, Palimbo",(045) 934-0312,salvadorgeneralhospital@yahoo.com,"1/1/2025","12/31/2025"
"SEÑOR STO. NIÑO HOSPITAL, INC.",Private,REGION 3,Tarlac,Camiling,Private,"",General,Level 2,"57","P. Burgos St., Poblacion, Camiling","9190695261",ssnhospitalinc@ssnhinc.com,"1/1/2025","12/31/2025"
CAPAS MEDICAL CENTER,Private,REGION 3,Tarlac,Capas,Private,"",General,Level 1,"45","Mc Arthur Highway, Brgy Sto. Domingo 2Nd Capas","045-925-5937/ 0917-529-6394",capasmedicalcenter2017@gmail.com,"1/1/2025","12/31/2025"
DR. EUTIQUIO LL. ATANACIO JR. MEMORIAL HOSPITAL,Private,REGION 3,Tarlac,Concepcion,Private,"",General,Level 1,"17","F. Timbol St., San Nicolas",(045) 923-0240,deamhi@yahoo.com.ph,"1/1/2025","12/31/2025"
"IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL, INC.",Private,REGION 3,Tarlac,Concepcion,Private,"",General,Level 1,"29",Green Village,(045) 923-0537,immaculate_cpn2000@yahoo.com,"1/1/2025","12/31/2025"
GERONA HOSPITAL OF THE SACRED HEART,Private,REGION 3,Tarlac,Gerona,Private,"",General,Level 1,"20",Abagon,(045) 931-0977,ghsh_vpa@yahoo.com,"1/1/2025","12/31/2025"
"RAYOS-VALENTIN HOSPITAL, INC.",Private,REGION 3,Tarlac,Paniqui,Private,"",General,Level 1,"48","#5 Baltazar Subd., Poblacion Norte",(045) 931-0621,rayosvalentinhospital@yahoo.com,"1/1/2025","12/31/2025"
CENTRAL LUZON DOCTORS' HOSPITAL,Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 3,"138","Hospital Drive, San Vicente","045-982-0806",mail@cldh.org,"1/1/2025","12/31/2025"
JECSONS' MEDICAL CENTER,Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 2,"150","Mc Arthur Highway , San Nicolas","982-5501/5507",jecsons03@gmail.com,"1/1/2025","12/31/2025"
"LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.",Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 2,"100",Blk 6 F. Tañedo San Nicolas,"0917-1564-432",information@lmghdc.com.ph,"1/1/2025","12/31/2025"
RAMOS GENERAL HOSPITAL,Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 2,"90",P. Hilario St. Ligtasan,"045-982-7074",rghrecords23@gmail.com,"1/1/2025","12/31/2025"
TALON GENERAL HOSPITAL,Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 2,"50","F. Tañedo St., Poblacion","045-9820239",talongeneralhospital@talonemi.com,"1/1/2025","12/31/2025"
TARLAC MEDICAL CENTER,Private,REGION 3,Tarlac,Tarlac City,Private,"",General,Level 2,"100",San Vicente,"9567520708","tarlacmed@tarlacmedicalcenter.com
tarlacmedicalcenter.com","1/1/2025","12/31/2025"
SAINT PIO'S MEDICAL CENTER,Private,REGION 3,Zambales,Iba,Private,"",General,Level 2,"55","Palanginan, Iba","047-602-0911/ 0918-935-6062","","1/1/2025","12/31/2025"
STA. CECILIA MEDICAL CENTER,Private,REGION 3,Zambales,Iba,Private,"",General,Level 1,"27","#616 National Road, Palanginan",(047) 811-3317,scmc_08@yahoo.com,"1/1/2025","12/31/2025"
RIDON'S ST. JUDE MEDICAL CENTER,Private,REGION 3,Zambales,Olongapo City,Private,"",General,Level 1,"20","#62-18Th St., Corner Harris, St. E.B.B.","047 222 5833",ridonst.judemedicalcenter@yahoo.com,"1/1/2025","12/31/2025"
"ULTICARE MEDICAL CENTER, INC.",Private,REGION 3,Zambales,Olongapo City,Private,"",General,Level 2,"80","National Highway, Brgy. Baretto","9602496427","","1/1/2025","12/31/2025"
ZMMG COOP HOSPITAL,Private,REGION 3,Zambales,Olongapo City,Private,"",General,Level 1,"17","#14 Brill St., West Bajac Bajac",(047) 602-0278,zmmgcoop@yahoo.com/zmmg.hrd@gmail.com,"1/1/2025","12/31/2025"
PINES CITY DOCTORS HOSPITAL,Private,CORDILLERA,Benguet,Baguio City,Private,"",General,Level 2,"110",Magsaysay Avenue,"074-445-2091",pcdh_mail@yahoo.com,"1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BAYPOINTE, INC.",Private,REGION 3,Zambales,Subic,Private,"",General,Level 2,"87","Block 8 Lot 1A &1B Dewey Ave. Cbd Area, Sbfz, Subic","0948-805-5358",boardsec@unihealthbaypointe.com,"1/1/2025","12/31/2025"
BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,Private,REGION 4-A,Batangas,Balayan,Private,"",General,Level 1,"45","Brgy. Langgangan, Balayan, Batangas 4213","9365852893/ 043-4073508",balayanbayviewhospitalmc@gmail.com,"1/1/2025","12/31/2025"
